date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:03:21	15895/15895	---M-Z	200	added ('OK')	text/html	etag:%223e17-6241bd2dcaca4-gzip%22	https://buddsoft.com/templates/4/contact.html	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/contact.html	(from https://buddsoft.com/templates/4/index.html)
05:03:21	105150/105150	---M--	200	added ('OK')	image/jpeg	etag:%2219abe-6241bd518586e%22	https://buddsoft.com/templates/4/img/carousel-1.jpg	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/img/carousel-1.jpg	(from https://buddsoft.com/templates/4/index.html)
05:03:21	70740/70740	---M--	200	added ('OK')	image/jpeg	etag:%2211454-6241bd519eeb0%22	https://buddsoft.com/templates/4/img/carousel-2.jpg	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/img/carousel-2.jpg	(from https://buddsoft.com/templates/4/index.html)
05:03:22	23914/23914	---M--	200	added ('OK')	image/jpeg	etag:%225d6a-6241bd516d99b%22	https://buddsoft.com/templates/4/img/about.jpg	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/img/about.jpg	(from https://buddsoft.com/templates/4/index.html)
05:03:22	23054/23054	---M--	200	added ('OK')	image/jpeg	etag:%225a0e-6241bd518509d%22	https://buddsoft.com/templates/4/img/before.jpg	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/img/before.jpg	(from https://buddsoft.com/templates/4/index.html)
05:03:22	23117/23117	---M--	200	added ('OK')	image/jpeg	etag:%225a4d-6241bd516dd83%22	https://buddsoft.com/templates/4/img/after.jpg	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/img/after.jpg	(from https://buddsoft.com/templates/4/index.html)
05:03:22	14556/14556	---M--	200	added ('OK')	image/jpeg	etag:%2238dc-6241bd51d1f1e%22	https://buddsoft.com/templates/4/img/service-1.jpg	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/img/service-1.jpg	(from https://buddsoft.com/templates/4/index.html)
05:03:23	17403/17403	---M--	200	added ('OK')	image/jpeg	etag:%2243fb-6241bd51d2306%22	https://buddsoft.com/templates/4/img/service-2.jpg	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/img/service-2.jpg	(from https://buddsoft.com/templates/4/index.html)
05:03:23	20037/20037	---M--	200	added ('OK')	image/jpeg	etag:%224e45-6241bd51e8a69%22	https://buddsoft.com/templates/4/img/service-3.jpg	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/img/service-3.jpg	(from https://buddsoft.com/templates/4/index.html)
05:03:23	10252/10252	---M--	200	added ('OK')	image/jpeg	etag:%22280c-6241bd51e8e51%22	https://buddsoft.com/templates/4/img/service-4.jpg	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/img/service-4.jpg	(from https://buddsoft.com/templates/4/index.html)
05:03:23	17211/17211	---M--	200	added ('OK')	image/jpeg	etag:%22433b-6241bd519fa69%22	https://buddsoft.com/templates/4/img/price-1.jpg	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/img/price-1.jpg	(from https://buddsoft.com/templates/4/index.html)
05:03:23	14761/14761	---M--	200	added ('OK')	image/jpeg	etag:%2239a9-6241bd51b88db%22	https://buddsoft.com/templates/4/img/price-2.jpg	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/img/price-2.jpg	(from https://buddsoft.com/templates/4/index.html)
05:03:24	10842/10842	---M--	200	added ('OK')	image/jpeg	etag:%222a5a-6241bd51b8cc3%22	https://buddsoft.com/templates/4/img/price-3.jpg	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/img/price-3.jpg	(from https://buddsoft.com/templates/4/index.html)
05:03:24	5933/5933	---M--	200	added ('OK')	image/jpeg	etag:%22172d-6241bd523782a%22	https://buddsoft.com/templates/4/img/testimonial-1.jpg	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/img/testimonial-1.jpg	(from https://buddsoft.com/templates/4/index.html)
05:03:24	5968/5968	---M--	200	added ('OK')	image/jpeg	etag:%221750-6241bd524ef2c%22	https://buddsoft.com/templates/4/img/testimonial-2.jpg	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/img/testimonial-2.jpg	(from https://buddsoft.com/templates/4/index.html)
05:03:24	17752/17752	---M--	200	added ('OK')	image/jpeg	etag:%224558-6241bd52014f4%22	https://buddsoft.com/templates/4/img/team-1.jpg	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/img/team-1.jpg	(from https://buddsoft.com/templates/4/index.html)
05:03:25	17113/17113	---M--	200	added ('OK')	image/jpeg	etag:%2242d9-6241bd5202494%22	https://buddsoft.com/templates/4/img/team-2.jpg	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/img/team-2.jpg	(from https://buddsoft.com/templates/4/index.html)
05:03:25	19085/19085	---M--	200	added ('OK')	image/jpeg	etag:%224a8d-6241bd521b6ee%22	https://buddsoft.com/templates/4/img/team-3.jpg	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/img/team-3.jpg	(from https://buddsoft.com/templates/4/index.html)
05:03:25	18836/18836	---M--	200	added ('OK')	image/jpeg	etag:%224994-6241bd521b6ee%22	https://buddsoft.com/templates/4/img/team-4.jpg	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/img/team-4.jpg	(from https://buddsoft.com/templates/4/index.html)
05:03:25	20516/20516	---M--	200	added ('OK')	image/jpeg	etag:%225024-6241bd5235119%22	https://buddsoft.com/templates/4/img/team-5.jpg	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/img/team-5.jpg	(from https://buddsoft.com/templates/4/index.html)
05:03:26	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15851%22	https://code.jquery.com/jquery-3.4.1.min.js	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/code.jquery.com/jquery-3.4.1.min.js	(from https://buddsoft.com/templates/4/index.html)
05:03:26	79665/79665	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213731-2JYXAt9UqpcPHzAIfI0LH2lnx4Q%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	(from https://buddsoft.com/templates/4/index.html)
05:03:26	8156/8156	---M--	200	added ('OK')	application/javascript	etag:%221fdc-6241bd769805e%22	https://buddsoft.com/templates/4/lib/wow/wow.min.js	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/lib/wow/wow.min.js	(from https://buddsoft.com/templates/4/index.html)
05:03:26	2302/2302	---M--	200	added ('OK')	application/javascript	etag:%228fe-6241bd7574c15%22	https://buddsoft.com/templates/4/lib/easing/easing.min.js	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/lib/easing/easing.min.js	(from https://buddsoft.com/templates/4/index.html)
05:03:26	9028/9028	---M--	200	added ('OK')	application/javascript	etag:%222344-6241bd76503e6%22	https://buddsoft.com/templates/4/lib/waypoints/waypoints.min.js	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/lib/waypoints/waypoints.min.js	(from https://buddsoft.com/templates/4/index.html)
05:03:27	42766/42766	---M--	200	added ('OK')	application/javascript	etag:%22a70e-6241bd75da520%22	https://buddsoft.com/templates/4/lib/owlcarousel/owl.carousel.min.js	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/lib/owlcarousel/owl.carousel.min.js	(from https://buddsoft.com/templates/4/index.html)
05:03:27	326657/326657	---M--	200	added ('OK')	application/javascript	etag:%224fc01-6241bdaad89cd%22	https://buddsoft.com/templates/4/lib/tempusdominus/js/moment.min.js	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/lib/tempusdominus/js/moment.min.js	(from https://buddsoft.com/templates/4/index.html)
05:03:28	32832/32832	---M--	200	added ('OK')	application/javascript	etag:%228040-6241bdaad5ed4%22	https://buddsoft.com/templates/4/lib/tempusdominus/js/moment-timezone.min.js	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/lib/tempusdominus/js/moment-timezone.min.js	(from https://buddsoft.com/templates/4/index.html)
05:03:28	56879/56879	---M--	200	added ('OK')	application/javascript	etag:%22de2f-6241bdaaef517%22	https://buddsoft.com/templates/4/lib/tempusdominus/js/tempusdominus-bootstrap-4.min.js	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/lib/tempusdominus/js/tempusdominus-bootstrap-4.min.js	(from https://buddsoft.com/templates/4/index.html)
05:03:28	14530/14530	---M--	200	added ('OK')	application/javascript	etag:%2238c2-6241bd760605d%22	https://buddsoft.com/templates/4/lib/twentytwenty/jquery.event.move.js	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/lib/twentytwenty/jquery.event.move.js	(from https://buddsoft.com/templates/4/index.html)
05:03:28	5414/5414	---M--	200	added ('OK')	application/javascript	etag:%221526-6241bd7605c75%22	https://buddsoft.com/templates/4/lib/twentytwenty/jquery.twentytwenty.js	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/lib/twentytwenty/jquery.twentytwenty.js	(from https://buddsoft.com/templates/4/index.html)
05:03:28	2965/2965	---M--	200	added ('OK')	application/javascript	etag:%22b95-6241bd527aa69%22	https://buddsoft.com/templates/4/js/main.js	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/js/main.js	(from https://buddsoft.com/templates/4/index.html)
05:03:29	85120/85120	---M--	200	added ('OK')	font/woff2	etag:W/%2214c80-7RZ9M14uDLAKgvLXNn8Fy01lV88%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff2?231ce25e89ab5804f9a6c427b8d325c9	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
05:03:29	113532/113532	---M--	200	added ('OK')	font/woff	etag:W/%221bb7c-47yt78jTFi+euyu4fJGbVQNZ9TA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff?231ce25e89ab5804f9a6c427b8d325c9	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
05:03:29	4976/4976	---M--	200	added ('OK')	image/png	etag:%221370-6241bdaa5e4b7%22	https://buddsoft.com/templates/4/lib/owlcarousel/assets/owl.video.play.png	C:/Users/HP/Downloads/Telegram%20Desktop/clinic_project/buddsoft.com/templates/4/lib/owlcarousel/assets/owl.video.play.png	(from https://buddsoft.com/templates/4/lib/owlcarousel/assets/owl.carousel.min.css)
05:03:30	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
